Title,Abstract,Journal,Language,Year,Month
Coincidental finding of crossed fused renal ectopia detected on bone scintigraphy.,No Abstract,Clinical nuclear medicine,eng,2000,7.0
"Fanconi's anemia with solitary crossed renal ectopia, vesicoureteric reflux, and genital abnormalities.","Fanconi's anemia is an autosomal recessive disease, the main feature being pancytopenia secondary to bone-marrow hypoplasia. However, multiple congenital abnormalities may be encountered, urogenital malformations being common. We describe a patient with solitary crossed renal ectopia, vesicoureteric reflux, hypospadias, and unilateral undescended testis with absent vas deferens.",Pediatric surgery international,eng,2000,
Ectopic ureter associated with renal dysplasia.,"Two patients, aged 22 and 68, were admitted for recurrent orchi-epididymitis and septicemia respectively. On digital rectal examination, a right pararectal mass was palpated. CT showed in both patients unilateral renal agenesia with a dilated blind ectopic ureter and an enlarged pseudocystic seminal vesicle. MRI obtained in one patient demonstrated a hyperintense content of the blind ureter and the seminal vesicle. Cross section imaging findings were in agreement with deferentography. Histology confirmed the diagnosis of renal dysplasia, with a blind ectopic ureter, opening in the seminal vesicle.",JBR-BTR : organe de la Societe royale belge de radiologie (SRBR) = orgaan van de Koninklijke Belgische Vereniging voor Radiologie (KBVR),eng,1999,10.0
A rare form of crossed-fused renal ectopia: fusion anterior to the left orthotopic kidney.,No Abstract,Urology,eng,1999,10.0
Crossed renal ectopia with fusion in a cat.,"In humans, crossed renal ectopia is a rare, usually asymptomatic, congenital malpositioning of the kidneys, involving wandering of one or both embryonic kidneys across the midline and usually fusion with its contralateral partner. This is the first report of crossed renal ectopia in the cat. A 7-year-old, neutered male cat was presented with polyuria, polydipsia, and a palpable abdominal mass. Diagnostic investigations, including clinical pathology, survey and contrast radiography, and ultrasonography, confirmed the presence of an ectopic left kidney fused with an orthotopic right kidney, with concurrent renal failure and hypertension. Many features of crossed renal ectopia in this cat are similar to those described in humans, however the vascular supply, the presence of renal failure, and the axial rotation of the fused kidney are atypical.",Veterinary radiology & ultrasound : the official journal of the American College of Veterinary Radiology and the International Veterinary Radiology Association,eng,1999,
Vesicocolonic fistula four years after augmentation colocystoplasty.,"An 8-year-old girl was born with crossed fused renal ectopia and neurogenic bladder due to sacral agenesis. Due to progressive upper tract deterioration and incontinence despite clean intermittent catheterization and pharmacotherapy with anticholinergic agents, the patient underwent augmentation colocystoplasty at the age of 4 years. Four years after surgery the girl was readmitted because of persistent febrile urinary tract infection, persistent metabolic acidosis, and intermittent watery diarrhea. A cystogram revealed a fistula between the dome of the augmented bladder and the transverse colon. The fistula was successfully resected. The presence of enterovesical fistula should always be suspected in a patient with augmented bladder who have late onset of urinary tract infection, metabolic acidosis, and diarrhea.",Urologia internationalis,eng,1999,
Solitary crossed renal ectopia.,A case of a solitary crossed renal ectopia in a 45-year-old male patient with a simple renal bruise during traffic accident is presented. A brief review of the literature and the embryogenesis of this extremely rare congenital anomaly are discussed.,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica",eng,1999,6.0
Cloacal malformation with solitary crossed renal ectopia and single-system vaginal ectopic ureter.,A patient with a cloacal malformation and hydrocolpos underwent a colostomy and vaginostomy in the neonatal period and total reconstruction at 7 months of age. Associated upper-urinary-tract abnormalities included solitary crossed left renal ectopia and a non-functioning right kidney with a single-system vaginal ectopic ureter.,Pediatric surgery international,eng,1999,7.0
Unfused crossed renal ectopia with ectopic left ureter inserting into a prostatic utricle diverticulum.,No Abstract,AJR. American journal of roentgenology,eng,1999,2.0
Pseudo-crossed renal ectopia secondary to a myxoid liposarcoma.,No Abstract,Urology,eng,1998,12.0
Crossed fused renal ectopia with hydronephrosis.,No Abstract,The Australian and New Zealand journal of surgery,eng,1998,11.0
Crossed renal ectopia with fusion.,The case of three-year old girl with right to left crossed renal ectopia with fusion is described. This malformation presented only microhematuria and urinary tract infections. The diagnosis was established by means of biochemical and radiographic investigations.,Minerva pediatrica,eng,1998,4.0
Urological problems in conjoined twins.,"To review the urological abnormalities in conjoined twins, a rare congenital abnormality arising from an incomplete separation of a pair of monozygotic twins, and who can be joined from the head to the pelvis with varying degrees of union.",British journal of urology,eng,1998,6.0
Technetium-99m-DTPA images of a renal cell carcinoma arising in a crossed-ectopic fused kidney.,No Abstract,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",eng,1998,6.0
3-D display of Tc-99m DMSA SPECT in crossed fused renal ectopia.,No Abstract,Clinical nuclear medicine,eng,1998,6.0
An unusual congenital anomaly: ectopic sigmoid kidney combined with hermaphroditism in a newly born calf.,"A rare case of hermaphroditism accompanied with ectopic sigmoid kidney in cross-bred calf is reported. Findings revealed fused kidneys located near urinary bladder, and presence of uterus, vagina, penis and testicles. Both urinary and genital defects seemed to occur in combination and to be interrelated.","Anatomia, histologia, embryologia",eng,1997,12.0
Distal ureteral atresia associated with crossed renal ectopia with fusion: recovery of renal function after release of a 10-year ureteral obstruction.,"We report on a 10-year-old boy with distal ureteral atresia associated with crossed renal ectopia with fusion. He was admitted with a high fever associated with a urinary tract infection. The diagnosis was established by antegrade and retrograde pyelography. The upper hydronephrotic portion of the kidney, obstructed for 10 years, recovered its function after nephrostomy placement. To our knowledge, this is the first patient whose renal function has recovered despite an ureteral obstruction of 10-years' duration. Therefore, we recommend a transient nephrostomy placement even for far advanced pediatric hydronephrosis, to test for the possibility of functional recovery.",International journal of urology : official journal of the Japanese Urological Association,eng,1997,9.0
Pseudo-crossed renal ectopia.,No Abstract,Journal of the Indian Medical Association,eng,1997,4.0
Retroperitoneal bleeding after L4-L5 diskectomy in a patient with crossed-fused renal ectopia: treatment by selective embolization.,We present a complication of L4-L5 disk surgery and its treatment by interventional radiology which has not previously been reported. An accessory inferior polar artery of a crossed-fused renal ectopia was injured and the bleeding was successfully managed by selective embolization.,Cardiovascular and interventional radiology,eng,1996,
"Solitary crossed renal ectopia associated with unicornuate uterus, imperforate anus and congenital scoliosis.",No Abstract,The Journal of urology,eng,1996,7.0
"Ureteral injury associated with anterior lumbosacral arthrodesis in a patient who had crossed renal ectopia, malrotation, and fusion of the kidneys. A case report.",No Abstract,The Journal of bone and joint surgery. American volume,eng,1996,5.0
A suspected case of bilateral crossed renal ectopia or bilateral jet effect.,"Crossed renal ectopia is a relatively unusual congenital anomaly. Bilateral crossed renal ectopia is considered the rarest form of this anomaly. A 19-year-old girl with intermittent flank pain was admitted to our department. Various clinical and laboratory examinations were carried out. Excretory urography showed a normal upper urinary tract anatomy, whereas the distal ends of the ureters crossed each other in the pelvis, which suggested bilateral crossed renal ectopia.",Urologia internationalis,eng,1996,
"Crossed, unfused ectopic kidney with a single ectopic ureter: report of a case.","A 10-year-old girl with an ectopic kidney and a single ectopic ureter inserted into the vaginal vestibule is reported. Abdominal sonography showed a hypoplastic left kidney located in the right lower abdomen. The associated ureter was dilated and tortuous, and did not open into the bladder. Diagnosis was confirmed by retrograde urogram via the ectopic ureteral orifice on the vestibule.",Journal of the Formosan Medical Association = Taiwan yi zhi,eng,1995,12.0
Tc-99m DMSA imaging of crossed fused renal ectopia.,No Abstract,Clinical nuclear medicine,eng,1995,10.0
Crossed fused renal ectopia with crossed single ectopic ureterocele: an unusual presentation.,"Crossed fused renal ectopia with single crossed ectopic ureterocele is an extremely rare combination. The diagnosis and management become challenging in the presence of renal failure. One such case is reported, which was successfully managed by a simple transurethral incision of the ectopic ureterocele.",Archivos espanoles de urologia,eng,1995,4.0
Pseudo-crossed renal ectopia secondary to ureteropelvic junction obstruction.,To our knowledge we report the first case of pseudo-crossed renal ectopia without an apparent displacing retroperitoneal mass that was documented on sequential radiological studies. Ureteropelvic junction obstruction of the crossed kidney appeared to be the cause of pseudo-crossed renal ectopia. Our case is compared with previously described instances of pseudo-crossed renal ectopia and the pathophysiological basis of this condition is discussed.,The Journal of urology,eng,1995,2.0
Spontaneous rupture of an L-shaped kidney.,"A case of spontaneous renal rupture caused by obstruction due to a ureteral stone in the L-shaped kidney of a young obese, diabetic man is reported. The role of CT beside excretory urography and ultrasound is emphasized in the diagnosis of crossed renal ectopia, and the transabdominal approach is recommended to resolve its complications needing operative management.",International urology and nephrology,eng,1995,
A rare case of gigantic calyx dilatation manifested as renal ectopia.,We present a very rare case of gigantic hydrocalycosis which was caused by an obstructed stone. It was so large that it displaced the rest kidney into the contralateral lumbar fossa giving the appearance of a crossed ectopic kidney.,International urology and nephrology,eng,1995,
Crossed ureteral ectopia with an ectopic blind-ending ureter.,"A rare case of multiple urological anomalies is presented. The chief complaint of the patient, a 12-year-old girl, was urinary incontinence. Radiologic and endoscopic examinations revealed that the patient had a normal left kidney and ureter, a left ectopic blind-ending ureter that opened near the neck of the bladder, and right complete double ureters with an ectopic orifice that opened on the left of the external urethral meatus. This orifice was responsible for her urinary incontinence. Right ureteroneocystostomy was performed and the incontinence was cured. An attempt was made to explain the embryological origin of the anomalies observed in this case. We postulated that during development, on the left, there were three ureteral buds on the mesonephric duct. The first bud was at the normal position and drained the left kidney in a normal manner. The second bud was cranial from the normal position on the mesonephric duct and was associated with growth in an abnormal direction. This bud made contact with the upper portion of the right metanephric mass. The last bud grew between the two aforementioned buds. This bud was not draped by the metanephric mass and became the blind-ending ureter. On the right, one ureteral bud was located on the mesonephric duct and it made contact with a metanephric mass that became the right kidney. The upper part of the right kidney was drained by the ureter that had originally been located on the left mesonephric duct. This condition should be termed crossed ureteral ectopia rather than crossed renal ectopia, since the ureter was the structure that crossed.",Urologia internationalis,eng,1995,
Crossed fused ectopic kidneys diagnosed by renal DTPA study.,No Abstract,Clinical nuclear medicine,eng,1994,6.0
Crossed renal ectopia associated with maternal alkaloid cocaine abuse: a case report.,"Although cocaine abuse has declined in popularity in the United States, certain groups continue to use the drug at high rates. The teratogenicity of cocaine has been widely investigated in the newborn. We report a case of crossed renal ectopia in a term neonate whose mother practiced alkaloid cocaine abuse in the first trimester of pregnancy. We propose that this anomaly was caused by cocaine's direct pharmacologic effect, leading to vasoconstriction that affected the developing fetal kidney by compromising the blood vessels that supply the organ or by causing hemorrhages and infarctions with fibrosis, causing disruption during a crucial period of morphogenesis.",Journal of perinatology : official journal of the California Perinatal Association,eng,1994,
Acute abdomen--an unusual presentation of crossed renal ectopia.,No Abstract,British journal of urology,eng,1994,3.0
Acquired crossed renal ectopia secondary to a giant renal cyst.,"We report a case of contralateral renal displacement due to a giant ipsilateral renal cyst. Drainage and partial excision of the cyst was followed by return of the kidney and liver to their normal positions. Incidentally, a small focus of renal cell carcinoma was found after pathologic examination of the cyst wall. The relevant literature is reviewed.",Urology,eng,1994,3.0
Laparoscopic nephrectomy in crossed fused renal ectopia.,"Operative laparoscopy offers the patient a minimally invasive alternative to open surgery. We have recently performed a laparoscopic nephrectomy of the upper moiety of a crossed fused renal ectopia. The procedure lasted approximately six hours, and the patient was discharged on postoperative day 3. He was able to resume normal physical activity in one week. This case demonstrates the advantages of minimally invasive surgery.",Urology,eng,1993,10.0
Renal cell carcinoma in both moieties of crossed fused ectopia.,"Crossed fused renal ectopia is an uncommon condition and cases of malignant tumours in such anomalies are exceedingly rare. The first case where simultaneous involvement of both moieties and perirenal fat by tumour occurred is reported here. A comparison of the appearances of radiological investigations with the anatomical specimen is presented, as is a literature review of this topic.",The Australian and New Zealand journal of surgery,eng,1993,8.0
Percutaneous transilial access for stone removal in crossed fused renal ectopia.,"A case of crossed fused renal ectopia with urosepsis due to multiple struvite calculi in the left lower pole of the orthotopic renal unit is presented. The patient had a neurogenic bladder secondary to myelodysplasia, bilateral ureteral reflux, and had undergone multiple orthopedic operations previously, including posterior iliopsoas transplantation through the iliac bone (Sharrard procedure). After controlling the infection, nephrostolithotomy was performed. Three percutaneous accesses including one through the opening in the left iliac bone were required to gain access to all the stones. The patient was rendered stone free and subsequently underwent bladder augmentation and ureteral reimplantation. The management of complicated renal units is reviewed with respect to crossed renal fusion.",Urology,eng,1993,7.0
Crossed renal ectopia.,A 2 year old male child presented with mass on right side of abdomen. The clinical diagnosis of renal lump was made and rest of the examination did not reveal any abnormality. His intravenous pyelography showed non-functioning left kidney. Cystoscopy and ascending pyelography on left side showed normal ureteric orifices and crossing of the left ureter to opposite side. Ectopic kidney was removed without any damage to the lower pole of the right kidney.,Journal of postgraduate medicine,eng,1993,
Transitional cell carcinoma associated with crossed renal ectopia and previous cyclophosphamide therapy.,No Abstract,The Journal of urology,eng,1992,10.0
"A case of agnathia, situs inversus, and a normal central nervous system.","We report here a premature female infant with agnathia, low-set but normally formed ears, a downward eye slant, choanal atresia and a cleft palate. She had severe respiratory distress and died despite maximum intervention at 5 days of age. Autopsy revealed situs inversus totalis; crossed fused renal ectopia; agnathia; normal thyroid, larynx, trachea, and bronchi; incomplete lobation of the lungs; immature pulmonary development with early hyaline membranes; and a normal central nervous system. This lack of significant central nervous system abnormalities distinguishes this infant from the majority of previously reported infants with agnathia and situs inversus.",Teratology,eng,1992,9.0
"Crossed ectopia of left vas deferens, leaving ipsilateral seminal vesicle in normal position.","A 19-year-old man with crossed ectopia of the vas deferens was investigated with special reference to right hydronephrosis and renal dysfunction. There was no vesicoureteral reflux. The left kidney was hypoplastic or dysplastic and the left ureter emptied into the left seminal vesicle. The right malrotated hydronephrotic kidney was in the lumbar position. The right lower ureter communicated with either the right seminal vesicle or the ampullary portion of the left vas deferens and drained into the bladder at the normal site. The end of the right vas deferens was dilated. The left vas deferens crossed the midline and opened into the right seminal vesicle, leaving the ipsilateral seminal vesicle in the normal position. A search of the literature failed to reveal any similar anomalies.",The Journal of urology,eng,1992,9.0
Complete regression of a multicystic dysplastic kidney in the setting of renal crossed fused ectopia.,No Abstract,Journal of clinical ultrasound : JCU,eng,1992,9.0
Crossed renal ectopia with pelvic lipomatosis: a new syndrome involving chromosome 1.,"An 18-year-old male patient is described who possesses both kidneys on one side (crossed renal ectopia), together with pelvic lipomatosis. In general, lipomatosis is benign, but here the tissue shows the rare feature of malignancy. Chromosomally, the patient is typically characterised by somatic translocations involving chromosome 1 (37% metaphases); these almost always exhibit a whole chromosome translocation with chromosome 6 (35%), although involvement of chromosome 1 with chromosome 8 is present in 2% of metaphases. Other chromosomal features encountered in Giemsa-stained and G-banded preparations from lymphocyte cultures include the prevalence of a small Y chromosome in 25% of metaphases, the presence of marker dots in 20%, and acrocentric associations in 8%-10% of metaphases. However, more than 50% of metaphases have a normal 46XY karyotype with a normal-sized Y-chromosome. Crossed renal ectopia with pelvic lipomatosis can therefore be assigned to a new syndrome characterised by a whole-chromosome translocation involving chromosomes 1 and 6.",Human genetics,eng,1992,8.0
Crossed renal ectopia. Correlative imaging.,"Anatomic variants of the kidneys are often noted during renal scintigraphy and other imaging studies. These conditions have a variable effect on overall renal function and can cause confusion, both clinically and on initial imaging. The authors describe a case of unfused, crossed renal ectopia in an elderly woman that appeared to be an abdominal mass and was subsequently evaluated by computed tomography, ultrasound, and scintigraphy.",Clinical nuclear medicine,eng,1992,4.0
Urothelial tumour of renal pelvis in patient with crossed ectopia.,No Abstract,British journal of urology,eng,1992,2.0
Crossed solitary renal ectopia.,A boy being followed for cardiovascular anomalies was found at age fourteen to have a solitary right kidney which drained to the left side of the bladder. We have reviewed the reports of 33 patients with solitary crossed renal ectopia which describe many associated congenital anomalies especially in the genitourinary and skeletal systems. We found no description of associated cardiac anomalies. We review the literature on solitary crossed renal ectopia and describe an additional case.,Urology,eng,1991,12.0
Crossed renal ectopia without fusion associated with hydronephrosis in an infant.,"The incidence of crossed ""fused"" renal ectopia has been reported at 1 in 7,500 autopsies, an incidence approximately ten times more frequent than crossed renal ectopia without fusion. Most cases remain asymptomatic and are incidentally encountered on autopsy or during routine workup for unrelated disorders. We herein report a case of ureteropelvic junction obstruction secondary to a high ureteral insertion in the pelvis of a crossed unfused ectopic kidney.",Urology,eng,1991,11.0
Scintigraphic findings in transplanted crossed fused renal ectopia.,No Abstract,Clinical nuclear medicine,eng,1991,8.0
Incidental finding of crossed renal ectopia diagnosed on bone scan.,No Abstract,Clinical nuclear medicine,eng,1991,6.0
Large Gartner duct cyst associated with a solitary crossed ectopic kidney: imaging features.,"A large Gartner duct cyst associated with solitary crossed renal ectopia was diagnosed in a young woman presenting with dyspareunia and pelvic pain. Among the radiologic imaging modalities used, magnetic resonance imaging and sonography were the most helpful in determining the cystic nature of the mass, its separation from other pelvic organs, as well as its contiguity with the lateral wall of the vagina.",Journal of computer assisted tomography,eng,1991,
Renal agenesis with crossed ectopia diagnosed during radical hysterectomy.,No Abstract,Gynecologic oncology,eng,1990,6.0
Seminoma associated with crossed fused renal ectopia.,We report a case of seminoma associated with crossed fused renal ectopia and a duplicated vena cava. The impact of these congenital anomalies on the treatment of testicular seminoma is discussed.,The Journal of urology,eng,1990,5.0
Sonographic findings in crossed renal ectopia without fusion.,No Abstract,AJR. American journal of roentgenology,eng,1990,3.0
Duplication of the male urethra associated with crossed renal ectopia.,"We report two cases of urethral duplication presenting with profound infravesical obstruction at birth. In both cases, left-to-right crossed renal ectopia was also present.",The Australian and New Zealand journal of surgery,eng,1990,1.0
Scrotal incarceration of the ureter with crossed renal ectopia: case report and literature review.,"To our knowledge only 18 cases of ureteral herniation into the groin have been reported in the literature. We encountered a patient with crossed renal ectopia and ureteral incarceration into a right indirect inguinal hernia. Based on analysis of the presentation and management of our patient combined with a review of the literature we conclude that patients with urinary symptoms and a groin hernia should undergo preoperative urological evaluation, all hernias containing a ureter should be repaired and ureteral resection rarely is necessary during the hernia repair.",The Journal of urology,eng,1989,8.0
Crossed renal ectopia with fusion.,No Abstract,Journal of the Indian Medical Association,eng,1989,8.0
Bilateral ureteral triplication with crossed ectopic fused kidneys associated with the VACTERL syndrome.,"We report a case of bilateral ureteral triplication associated with crossed ectopic fused kidneys, vesicoureteral reflux and the VACTERL syndrome (Vertebral defects, Anal atresia, Cardiovascular anomalies, Tracheo-Esophageal fistula, Radial and renal anomalies, and Limb defects). The relevant literature is reviewed.",The Journal of urology,eng,1989,6.0
Transplantation of cadaver kidneys from a donor with crossed nonfused renal ectopia.,Crossed nonfused renal ectopia is a rare congenital renal anomaly. Two kidneys were recovered from a 45-year-old cadaver donor with this anomaly and transplanted successfully. Complex renal anomalies should not prevent the use of such kidneys in cadaver renal transplantation.,The Journal of urology,eng,1989,5.0
Takayasu's arteritis and nephrotic syndrome in a patient with crossed renal ectopia.,"A male patient with nephrotic syndrome, crossed renal ectopia, and extensive Takayasu's arteritis (TA), involving one of the renal arteries, is described. Renal histology showed amyloidosis. After reviewing the literature and considering the finding of raised serum amyloid protein A levels, it was concluded that TA had probably caused the amyloidosis. The crossed renal ectopia must have been a purely coincidental finding.",The Netherlands journal of medicine,eng,1989,4.0
Abdominal aortic and multiple iliac aneurysms associated with crossed-fused ectopia of the kidney: a case report and review.,We report the first case of an infrarenal abdominal aortic aneurysm associated with crossed-fused ectopia of the kidney. This is the second most common fusion defect of the kidney with an incidence in the general population of 1 in 1000. The different types of crossed renal ectopia with and without fusion are described. The renal artery anomalies associated with crossed renal ectopia are emphasized. Abdominal ultrasonography or CT scanning must be used to uncover renal anomalies before surgery so that a selective preoperative aortogram can be obtained to determine the location of the arterial supply to the kidneys.,Journal of vascular surgery,eng,1989,1.0
Treatment of renal calculus in inferior crossed renal ectopia.,"Percutaneous nephrolithotomy is still the treatment of choice for selected cases of ""surgical"" stone disease. This is a case report of the surgical treatment for a renal calculus located in the inferior moiety of right-to-left inferior crossed renal ectopia. After a failed attempt at extracorporeal shock-wave lithotripsy, a successful percutaneous nephrolithotomy was done without complication.",Urology,eng,1988,11.0
Annular pancreas associated with cross-fused ectopic kidney.,No Abstract,The Journal of the Arkansas Medical Society,eng,1988,1.0
Origin of abnormality in a human simelian foetus as elucidated by our knowledge of vertebrate development.,"In this paper we attempt to explain the abnormality of a simelian foetus with reference to our present knowledge of vertebrate development. The various developmental defects seem to have a single common origin: the speeding-up of the progression of cell differentiation in the notochord anlage--which is the organization centre of the embryo--during the regression of the Hensen's node. Cell activity involved in the morphogenetic movements in the chordamesoderm probably stopped before it should have. The elongation of the notochord anlage was not completed, resulting in the defective development of the posterior part of the foetus. A number of pairs of posterior trunk somites were not induced. Consequently (1) the pelvic limb buds, whose posterior parts were missing, fused, bringing in further developmental deviations in the limb skeleton and abdominal muscles; (2) there are no vertebrae between the first sacral vertebra and the misshaped coccyx formed by the tail bud. The derivatives of the posterior endoderm (hindgut, bladder and ureters) were not induced either. The cauda equina is deficient. The absence of functional kidneys and the presence of embryonic urinary tubules in the pelvic cysts which are wrapped up by gut epithelium suggest the induction of the metanephric mesenchyme by ectopic endoderm. The speeding-up of differentiation in the notochord anlage also probably resulted in the excessive extension of its anterior region which is the organizer of brain structures. This explains the overdevelopment of the nose and of the neurocranium, and the low position of the ear. A gene mutation as well as a mechanical stress are the possible causes of the abnormal behaviour of the notochord anlage.",Teratology,eng,1987,8.0
Multicystic dysplasia and crossed renal ectopia.,"Multicystic renal dysplasia in a crossed fused or nonfused ectopic kidney is a rare occurrence that produces unusual imaging findings. In four such cases in neonates, three presented with a palpable abdominal mass and one was discovered in utero with maternal sonography. In three cases, sonography showed a multicystic mass, contiguous with the lower pole of the orthotopic kidney. In the fourth infant, a crossed, tiny dysplastic kidney was not visualized, but its markedly dilated ectopic ureter was seen traversing the spine on CT. Ureteropelvic junction obstruction was present in the three fused orthotopic kidneys. The characteristic imaging findings of multicystic dysplasia and crossed renal ectopia include a multicystic mass of variable size that is contiguous with the lower pole of a hydronephrotic, malrotated kidney; ureteral displacement and/or dilatation; and contralateral absence of the kidney and its renal artery.",AJR. American journal of roentgenology,eng,1987,8.0
Combined renal and pyelic fusion with crossed ectopia of single ureter.,A case of a forty-five-year-old woman with fused kidneys and intercommunicating pelves drained by a single ureter crossing the midline is reported. A review of the literature is presented.,Urology,eng,1986,10.0
Crossed renal ectopia without fusion associated with hypertension: case report with angiographic study.,No Abstract,Rays,eng,1986,
Crossed renal ectopia in a squirrel monkey (Saimiri sciureus) and an owl monkey (Aotus trivirgatus).,"A 5-year-old female squirrel monkey, Saimiri sciureus, died with a ceco-colonic infarct. An incidental finding was renal ectopia: The left kidney was located between the common iliac arteries posterior to the bifurcation of the aorta and to the right of the body midline. An adult owl monkey, Aotus trivirgatus, was killed in renal failure due to end-stage glomerulonephritis. Fused kidneys were located on the right side and posterior to the normal position. These are examples of crossed renal ectopia with and without fusion.",Journal of medical primatology,eng,1986,
Crossed fused renal ectopia: sonographic diagnosis.,"Five cases of crossed fused renal ectopia, all confirmed by either computed tomographic scan or intravenous urography, were diagnosed sonographically. The sonographic appearance of this entity consists of a characteristic anterior and/or posterior notch, difference in orientation of the 2 collecting systems in the fused kidneys, and absence of a kidney in the contralateral renal fossa, or elsewhere in the body, such as the pelvis. The inability to diagnose this condition correctly may lead to the misdiagnosis of a renal mass or infiltrative disease occupying the contralateral renal fossa. Computed tomographic scans will also identify the anomaly.",Urologic radiology,eng,1986,
Partial distal 6p trisomy in a malformed fetus.,"A 19-week-old fetus with 6p trisomy, as the unbalanced product of a maternal 6p/22q translocation (karyotype: 46,XX,t(6;22)(p22;q13)) is described. Internal malformations include abnormal lung lobulation, renal hypoplasia and crossed ectopia, and intestinal malrotation.",Annales de genetique,eng,1986,
Solitary crossed renal ectopia.,An 18-month-old girl had crossed ectopia involving a solitary left kidney. There have been 26 cases reported previously. Several theories for this occurrence are discussed.,The Journal of urology,eng,1985,6.0
In utero diagnosis of crossed renal ectopia using high-resolution real-time ultrasound.,No Abstract,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,eng,1985,2.0
Left crossed renal ectopia with radiating pain on the left side.,No Abstract,Journal of the Indian Medical Association,eng,1985,1.0
Abdominal mass in a newborn: multicystic dysplasia of crossed fused renal ectopia--ultrasonic demonstration.,We report on a 6-week-old white male newborn with an asymptomatic abdominal mass. Excretory urography and ultrasound had complementary roles in establishing the correct preoperative diagnosis of crossed fused renal ectopia with multicystic dysplasia of the ectopic renal unit.,The Journal of urology,eng,1984,6.0
"Acro-renal-ocular syndrome: autosomal dominant thumb hypoplasia, renal ectopia, and eye defect.","Seven individuals from 3 generations of a French-Canadian family had various combinations of acral, renal, and ocular defects. Acral anomalies varied from mild hypoplastic distal portion of the thumbs, with limited motion at IP joint, to severe thumb hypoplasia and preaxial polydactyly. Renal anomalies varied from mild malrotation to crossed renal ectopia without fusion; other urinary tract anomalies were vesicoureteral reflux and bladder diverticula. Ocular manifestations varied from complete eye coloboma, coloboma of the optic nerve, ptosis, and Duane anomaly. The syndrome seems to be an autosomal dominant trait with high penetrance and variable expressivity. Dermatoglyphics were abnormal; in addition to a triradius t' present in all, some also had various combinations of high TRC, thenar exit of A line, and rare patterns in interdigital area IV.",American journal of medical genetics,eng,1984,4.0
Ultrasonography in crossed renal ectopia.,"Five cases of crossed renal ectopia, three fused and two unfused, which were identified sonographically are presented. Bowel occupying the contralateral renal fossa can mimic mass or kidney and lead to confusion. A crossed-fused kidney can mimic a single kidney with a duplicated system or a kidney with a renal mass. A characteristic anterior and/or posterior notch provides a major clue to the correct diagnosis. In addition, correlation with plain radiographs and/or barium studies demonstrating bowel in the contralateral renal fossa, as well as real-time examination demonstrating peristalsis, should aid in the correct diagnosis.",Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,eng,1984,3.0
A case suspected crossed fused renal ectopia.,No Abstract,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,eng,1983,12.0
A rare case of pseudo-crossed renal ectopia.,No Abstract,"Archives of surgery (Chicago, Ill. : 1960)",eng,1983,11.0
The branchio-oto-renal (BOR) syndrome: report of bilateral renal agenesis in three sibs.,We report a man who had the branchio-oto-renal (BOR) syndrome with crossed renal ectopia. His three children were born with bilateral renal agenesis and the so-called Potter syndrome. This case illustrates the potential severity of the renal anomalies in the BOR syndrome and the inadequacy of oligohydramnios and maternal serum alpha-fetoprotein as screening methods for renal agenesis. This case also implies strongly the necessity for meticulous search for renal anomalies in individuals with the BOR syndrome and proper counseling regarding the possibility of lethal bilateral renal agenesis.,American journal of medical genetics,eng,1983,4.0
Solitary pseudo-crossed renal ectopia.,No Abstract,The Journal of urology,eng,1983,1.0
Crossed renal ectopia in childhood.,No Abstract,International surgery,eng,1982,
Mesoblastic nephroma in crossed renal ectopia.,No Abstract,The Journal of urology,eng,1982,10.0
Crossed renal ectopia with unilateral agenesis of fallopian tube and ovary.,No Abstract,The Journal of urology,eng,1982,7.0
Congenital patent urachus associated with complete (hypospadiac( duplication of the urethra and solitary crossed renal ectopia.,"The literature is reviewed on the incidence of patent urachus. Three cases are reported and 1 is described in detail. In that case the patent urachus was associated with complete duplication of the urethra and solitary crossed renal ectopia. The rarity of these associated lesions is stressed, especially the fact that the second urethra was situated in the hypospadiac position. Two years after excision of the patent urachus urine retention developed, which was treated by dividing the septum between the 2 urethras in the region of the prostate.",The Journal of urology,eng,1982,5.0
Crossed renal ectopia with solitary kidney.,No Abstract,Urologic radiology,eng,1982,
Crossed fused renal ectopia with single crossed ectopic ureterocele.,No Abstract,The Journal of urology,eng,1982,1.0
"Crossed fused renal ectopia, orthotopic multicystic dysplasia and vaginal agenesis.",No Abstract,The Journal of urology,eng,1981,7.0
Pseudohydronephrosis on bone scan due to crossed renal ectopia.,We present a patient with crossed renal ectopia whose bone scan gave the appearance of unilateral hydronephrosis with contralateral absent or nonfunctioning kidney. An excretory urogram revealed crossed renal ectopia without obstruction. The axiom that unilateral absence of a kidney without previous nephrectomy should stimulate a search for ectopic kidney applies equally well to the bone scan as to the excretory urogram.,Urology,eng,1980,7.0
Solitary crossed renal ectopia.,No Abstract,The Journal of urology,eng,1980,6.0
